Country,EdLevel,YearsCode,Employment,ConvertedComp
151,0,21,0,110000
5,3,14,2,70000
149,1,4,0,597180
28,0,5,0,83194
151,2,5,2,150000
28,2,3,1,30676
28,1,3,0,47648
149,1,12,0,71093
5,1,8,0,57600
151,0,13,0,180000
151,1,2,0,31500
151,1,10,0,174000
151,0,3,0,82000
50,2,11,0,72966
135,1,3,0,42960
135,3,9,0,56460
47,1,15,0,50592
151,0,3,0,54000
50,2,15,1,54480
151,0,0.5,0,62500
151,2,39,0,155000
151,1,6,0,65000
151,2,23,0,215000
28,0,2,0,56723
50,2,2,0,81074
136,1,23,0,117913
149,0,10,2,135000
151,0,3,0,114500
124,2,13,0,64860
28,0,6,0,92863
151,1,20,0,143000
99,1,12,0,45396
151,1,4,0,148720
28,2,12,2,90758
28,0,7,0,102102
151,0,3,0,63224
44,1,20,0,91883
62,0,5,0,27923
151,2,8,0,135000
91,0,0.5,1,4850
129,1,2,0,16812
99,1,0.5,1,29420
151,0,6,0,125000
48,2,1,0,27240
151,0,10,0,104000
151,2,5,0,70000
22,1,3,0,7536
151,2,35,0,139000
151,2,25,0,200000
151,2,47,2,900000
5,2,4,0,21408
151,0,4,0,2000000
99,1,23,0,68100
50,3,6,0,68102
151,2,5,0,115000
149,1,8,0,90482
112,2,5,0,35437
151,1,25,0,84000
28,0,6,0,83194
151,1,7,0,108500
151,1,12,0,175000
126,0,7,2,46704
151,0,14,0,104000
151,0,14,0,136000
151,1,26,0,1560000
99,2,5,0,38916
151,1,19,0,185000
22,0,2,0,11544
151,0,6,0,110000
151,0,3,0,40000
28,0,10,0,94539
151,0,22,0,175000
151,2,3,0,144000
151,0,10,0,200000
48,2,5,0,61616
151,0,12,0,110000
151,0,36,0,104000
117,1,12,0,21708
151,2,28,0,120000
151,2,18,0,150000
151,2,12,0,265000
151,2,3,0,100000
28,1,11,0,56723
151,0,12,0,100000
131,0,10,0,59454
124,1,11,2,2592
151,0,3,0,125000
117,0,3,0,16824
151,0,6,0,160000
151,0,12,0,188000
100,0,5,0,38334
131,1,1,0,11956
50,1,2,0,12972
151,0,7,0,125000
151,3,1,0,100000
151,0,17,0,99000
151,0,3,0,756000
151,0,6,0,78000
5,0,4,0,29196
151,0,17,0,115000
149,1,10,0,90482
151,1,1,0,45000
62,1,7,0,23735
117,2,13,2,64859
151,3,3,0,80000
151,2,6,0,86000
28,0,3,0,30253
39,1,0.5,0,23448
151,1,41,0,100000
151,1,6,0,152000
151,0,1,2,30000
151,1,11,0,51000
62,0,6,0,13264
151,0,4,0,160000
36,1,7,0,25464
151,1,3,0,115000
151,1,18,0,133000
151,1,15,0,90000
151,0,7,0,80000
6,3,4,0,22068
151,2,24,0,350000
151,0,4,0,120000
118,0,15,0,45300
151,1,0.5,0,25000
151,1,15,0,100000
151,1,10,0,113000
28,0,4,2,0
28,1,35,0,128573
151,1,4,0,95000
151,0,15,0,178000
28,0,5,0,43110
50,0,4,0,64859
151,0,5,0,165000
151,0,16,0,230000
129,1,13,0,70052
151,0,8,0,180000
151,0,8,0,100000
151,0,0.5,0,70000
22,0,8,0,23364
62,2,6,0,11867
28,0,8,0,74005
62,0,5,0,22339
151,1,15,0,134000
151,3,15,0,130000
50,2,10,0,70264
151,0,12,0,137000
99,2,7,0,24648
151,0,32,0,290000
151,0,19,0,142000
151,2,3,0,63396
28,3,1,0,68068
151,0,23,0,120000
151,0,8,0,74275
64,2,5,0,21372
15,0,5,0,58368
151,0,4,0,252000
151,0,10,0,62000
151,1,22,0,220000
151,0,13,0,250000
12,0,6,0,6360
151,0,8,0,135000
151,2,16,0,1200000
151,0,16,0,200000
91,3,2,0,10344
151,2,23,0,88000
151,0,5,0,64000
151,0,4,0,80000
12,0,1,0,9888
69,1,16,0,28536
43,3,7,0,15600
151,0,2,0,2000000
151,0,12,0,100000
151,2,16,0,180000
151,2,10,0,100000
99,1,2,0,27888
126,1,12,0,38916
151,2,25,0,180000
22,0,10,2,9624
151,0,2,0,56000
62,0,7,0,10471
50,2,20,0,129718
151,0,4,0,120000
151,0,10,0,100000
28,0,20,0,136136
28,0,5,0,83194
149,0,3,0,103408
62,0,6,0,8376
69,1,7,0,34591
151,2,24,0,145000
144,0,2,0,7296
151,1,3,0,67200
149,2,14,0,64630
64,0,8,2,288
151,0,10,0,80000
22,1,15,0,31608
50,0,5,0,53184
50,0,5,0,81074
151,0,10,0,70000
151,0,15,0,130000
151,2,12,0,250000
22,0,20,0,22449
28,0,2,0,45379
151,3,10,0,180000
151,2,23,0,210000
107,1,20,0,13620
151,0,2,0,46000
149,0,6,0,117626
151,1,10,0,82000
15,0,2,0,25944
28,1,45,1,45379
29,2,5,0,22584
151,1,16,0,180000
151,1,35,0,110000
118,3,10,0,32088
151,0,8,0,150000
116,0,3,2,0
151,0,4,0,62000
147,2,2,0,12240
28,0,10,0,64287
151,0,8,0,55000
28,1,2,0,41597
151,0,8,0,90000
149,0,2,0,38778
151,0,6,0,90000
151,0,33,0,117000
151,0,6,0,137500
151,0,4,0,101000
151,0,5,0,150000
151,3,40,2,100000
28,0,0.5,0,51997
28,0,11,0,56723
151,2,6,0,200000
151,0,9,0,139000
151,0,6,0,87000
151,0,2,0,57000
62,0,5,0,54456
151,0,23,0,127000
151,0,4,0,62000
62,0,2,0,17450
149,2,11,0,63337
62,0,6,0,18597
28,3,5,0,143699
39,2,23,2,144730
151,0,11,0,126800
118,2,8,0,26424
151,1,10,0,87000
149,0,6,0,62045
151,0,1,0,60000
28,0,17,0,75631
28,0,9,0,57480
151,0,3,0,67000
151,0,23,0,140000
99,0,5,2,129720
151,0,12,0,0
151,0,12,0,80000
124,2,2,0,10380
151,2,2,0,71000
151,3,11,0,70000
28,0,12,0,64287
104,2,12,0,1320000
151,2,7,0,200000
91,0,5,0,29088
151,2,12,0,80000
149,0,28,0,58167
151,1,20,0,103000
151,1,2,0,42000
151,0,2,0,58000
151,2,19,0,145000
22,0,11,0,48924
22,2,6,0,21996
12,0,5,0,16956
151,0,5,0,93000
151,0,10,0,840000
100,3,30,0,287505
151,0,1,0,924000
151,2,12,0,150000
151,0,13,0,472500
151,0,1,0,65000
68,2,8,0,133080
151,0,10,0,145000
151,0,23,0,125000
151,1,5,0,135000
149,2,7,0,116333
62,2,9,2,19200
151,1,30,0,220000
151,0,17,0,170000
151,0,5,2,70000
28,0,7,0,54455
151,0,4,0,125000
151,1,15,0,210000
149,1,1,0,403284
151,0,2,2,40000
34,0,1,0,7824
151,0,3,0,83500
151,0,13,0,121000
151,2,36,0,49999
151,0,10,0,82500
151,0,25,0,115000
151,0,4,0,85000
144,0,2,0,5916
151,0,8,0,92000
144,0,3,0,23664
28,0,3,0,45379
147,2,4,0,39144
151,2,20,0,110000
50,1,17,0,98369
50,0,3,1,16860
132,0,0.5,0,13200
5,1,2,0,8172
28,0,5,0,61261
151,0,20,0,172000
22,0,10,0,25284
151,1,5,0,37500
151,0,3,0,43585
149,0,0.5,0,41363
91,0,2,0,25920
151,1,7,0,1380000
62,0,1,0,27923
151,1,4,0,120000
151,2,3,0,70000
151,1,33,0,139000
151,0,0.5,2,23000
6,1,3,0,17556
39,0,17,0,100588
151,2,19,0,1848000
151,2,13,0,95000
68,1,25,0,175116
151,0,23,0,63000
151,0,3,0,125000
111,0,6,0,13032
151,0,13,0,115000
151,3,39,0,250000
151,0,6,0,125000
151,0,2,0,100000
151,0,9,0,160000
151,0,25,0,135000
22,0,5,0,13740
8,2,6,0,38964
151,0,5,0,75000
112,0,6,0,110000
151,0,28,0,120000
151,3,7,0,225000
151,1,25,0,155000
151,2,15,0,135000
22,0,3,0,8244
47,0,7,0,58368
151,2,16,0,180000
151,0,16,0,125000
91,0,9,0,129276
151,0,11,0,160000
149,2,30,2,227497
151,0,4,0,72918
151,1,3,0,50000
151,0,9,0,90000
151,0,6,2,89000
28,3,4,0,77522
151,0,2,0,45000
83,3,8,0,97284
151,0,6,0,100000
151,0,37,0,180000
118,0,2,0,13212
28,1,17,0,90758
28,0,19,0,128573
28,3,6,0,35547
151,2,5,0,87000
151,0,4,0,90000
151,0,1,0,72500
151,2,2,0,62500
151,2,20,0,100000
151,0,3,0,75000
151,0,2,1,80000
28,1,11,1,26450
151,1,1,0,80000
149,1,12,0,51639
131,1,10,0,54049
62,2,11,0,30716
28,0,1,0,38799
151,1,9,0,88620
28,0,15,0,94539
131,3,5,0,32429
47,2,23,0,106368
151,0,5,0,82000
149,2,1,0,37485
149,1,14,0,33348
112,0,8,0,58320
117,2,20,2,142692
149,1,1,0,29730
22,0,3,0,4128
28,1,9,0,98321
151,0,8,0,250000
151,0,17,0,70000
50,0,5,2,78348
151,0,19,0,345000
151,1,10,0,66000
151,0,0.5,0,70000
151,0,6,0,100000
151,1,3,0,63250
151,2,14,0,136800
151,0,4,0,84000
28,1,13,0,113447
151,0,4,0,60000
99,0,4,0,27240
151,2,25,0,142000
151,0,10,0,76000
49,1,4,2,37752
151,1,3,0,40000
125,0,6,0,41736
155,0,9,2,15528
151,1,6,0,114400
44,1,6,0,40212
151,0,3,0,110000
107,2,5,2,4284
151,0,1,0,72000
149,0,3,0,54289
149,2,7,2,0
28,2,1,0,45379
151,1,7,0,136000
50,3,33,2,237816
151,0,18,0,120000
151,1,3,0,70000
28,0,10,0,44622
127,2,5,2,45396
22,0,6,0,12372
28,1,7,0,46135
151,0,6,0,2000000
151,0,32,0,109733
151,0,21,0,135000
112,2,6,0,48600
50,1,15,0,71340
151,2,4,0,200266
151,0,5,0,78700
118,1,8,0,28308
5,1,4,1,8364
151,1,5,0,64000
24,2,5,0,36468
151,0,3,0,81000
151,2,2,0,170000
50,2,7,0,64859
151,1,25,2,2000000
151,1,4,0,60000
151,0,3,0,80000
91,0,5,0,25860
151,0,2,0,64000
151,0,4,0,14500
151,0,19,0,99900
151,0,1,0,48750
22,2,7,0,25656
151,2,20,0,220000
22,2,15,0,17180
151,0,2,0,80000
151,1,14,0,84000
113,3,2,1,12972
151,0,5,0,87550
151,0,2,0,48000
99,3,4,0,81074
14,0,1,0,12000
151,0,3,0,75000
151,1,40,0,250000
151,1,5,0,89000
151,1,1,0,110000
151,0,7,0,95000
50,1,2,0,41077
151,1,35,0,155000
151,0,7,0,70000
50,2,9,0,86478
151,0,16,0,125000
50,2,20,0,113503
151,1,16,0,105000
151,1,2,0,115000
151,1,20,0,163000
151,0,13,0,2000000
151,1,5,0,115000
151,1,2,0,35000
151,2,10,0,110000
5,1,6,0,19848
99,2,10,0,63564
151,1,11,0,2000000
112,2,18,0,58472
151,2,5,0,100000
151,0,12,0,117000
151,0,6,0,105000
151,0,9,0,88899
151,0,6,0,112000
151,2,26,0,275000
22,1,8,0,6600
47,2,22,0,91883
151,0,19,0,97000
28,0,2,0,49160
100,1,24,2,46001
28,1,9,0,56723
112,2,2,1,21864
118,2,15,0,18876
151,1,26,2,200000
118,2,20,0,38000
107,0,2,0,3888
6,0,7,0,25080
118,2,7,0,7548
151,2,13,0,130000
151,2,8,0,190000
50,1,3,0,45396
151,0,3,0,63000
118,3,10,0,22644
151,0,3,0,76000
151,0,20,0,140000
151,0,3,0,120000
151,2,17,0,115000
151,0,11,0,120000
151,3,0.5,0,95000
7,2,10,0,108098
28,0,8,0,79413
47,2,5,0,70264
149,0,21,0,193889
151,0,2,0,100000
151,0,5,0,96000
50,0,5,2,108098
151,0,30,0,120000
151,2,20,0,110000
28,0,50,0,1000000
31,1,9,0,8124
151,0,16,0,123500
151,2,7,0,300000
151,1,20,0,220000
68,1,2,0,63036
146,0,5,2,4908
151,0,7,0,105000
151,2,15,0,155000
105,0,2,0,51792
151,0,9,0,92500
151,1,8,2,54000
149,0,1,0,38778
151,0,8,0,128176
22,0,4,0,13740
151,1,5,0,76000
151,0,5,0,117000
151,1,25,2,96000
28,0,1,0,471936
131,2,1,0,27025
151,0,10,2,150000
151,1,14,0,165000
151,0,1,0,95000
48,2,17,0,54049
28,1,6,0,75631
149,2,4,0,67215
151,1,3,0,83000
151,0,10,0,140000
151,0,2,0,120000
28,0,2,0,46891
151,0,2,0,83000
151,0,2,0,2000000
151,0,15,0,150000
151,2,4,0,114996
151,0,3,0,85000
151,2,1,0,75000
151,2,10,0,1500000
151,1,22,2,180000
151,1,4,0,75000
135,2,20,2,44184
22,1,2,0,9624
48,2,2,0,31128
151,0,1,0,60500
151,0,23,0,100000
48,2,4,0,69183
149,1,20,0,96945
151,1,4,0,205000
151,2,14,0,115000
151,2,20,0,250000
105,2,8,0,113290
22,2,4,0,17040
151,2,3,0,96000
15,2,6,0,31128
41,0,0.5,1,4200
151,0,22,0,1968000
151,1,15,0,53000
152,3,15,0,44136
9,1,3,0,7044
151,0,5,0,135000
151,0,10,0,74000
151,0,39,2,240000
151,2,7,0,110000
151,0,2,0,60000
151,2,6,0,124000
151,0,4,0,1380000
68,0,19,0,176571
151,0,3,0,75000
151,0,20,2,200000
36,2,3,0,36372
151,1,2,0,67000
135,1,4,0,51552
118,2,21,0,92793
149,0,15,0,111809
105,2,12,0,86316
40,2,5,0,11227
110,0,2,0,53208
62,0,1,0,7679
151,2,17,0,105000
22,0,10,0,32988
28,0,23,2,98300
151,2,2,0,150000
151,0,11,0,110000
151,0,21,0,200000
151,0,1,0,65000
62,0,9,0,27923
151,0,3,0,75000
151,1,15,0,175000
151,0,4,0,275000
149,0,36,0,71093
151,0,15,0,101000
112,0,12,0,78972
151,0,12,0,110000
151,1,27,0,141862
151,0,2,0,97000
151,0,23,0,2000000
151,0,5,0,186000
151,1,21,2,124000
151,0,24,0,143000
151,1,4,0,92000
151,0,14,0,105000
151,0,11,0,119000
41,0,3,0,12000
28,2,5,0,68068
151,0,30,0,165000
151,0,15,2,170000
151,0,4,0,1200000
151,0,4,0,110000
151,0,1,0,55000
151,0,5,0,306500
151,0,2,0,110000
151,1,3,0,948000
28,0,20,0,94539
151,2,19,0,540000
100,2,10,2,115002
28,2,0.5,0,52942
105,2,50,2,116532
151,0,7,0,100000
151,0,10,0,125000
135,0,10,0,63816
151,0,8,0,85000
151,2,25,2,75000
151,0,12,0,135000
151,0,7,0,143341
151,0,3,0,85000
28,0,9,0,68068
136,2,10,0,99616
151,0,0.5,0,60000
151,0,3,0,78000
151,1,6,0,125000
91,1,5,0,29088
48,2,11,0,54049
151,0,18,0,148000
151,0,2,0,72000
151,1,1,0,100000
151,0,2,1,25000
151,0,7,0,51000
8,0,2,0,38916
149,0,15,0,80141
151,0,1,0,125000
151,2,28,0,124000
135,2,14,0,65052
151,0,11,0,165000
151,0,18,0,130000
151,1,2,0,96000
28,1,2,0,18156
50,2,5,0,54049
151,0,37,0,110000
151,0,20,0,200000
151,0,2,0,62000
151,0,38,0,115000
151,0,14,0,134000
151,0,27,0,141000
151,0,7,0,92000
29,1,23,0,6024
151,0,21,0,104000
151,0,10,0,135000
151,0,0.5,0,67000
151,1,27,0,275000
151,2,15,0,326000
66,0,3,0,56748
28,2,15,0,75631
127,1,7,0,38916
151,0,5,0,87000
144,2,6,1,9864
151,0,2,0,66000
151,0,4,0,75000
151,2,32,0,104000
151,0,4,0,128000
151,0,8,0,92000
127,1,2,2,6480
151,3,8,0,140000
69,2,3,0,31348
151,0,12,0,110000
62,2,5,0,8040
28,0,19,2,128573
151,2,11,0,160000
151,0,20,0,135000
151,2,42,0,120000
50,2,20,0,87559
151,0,14,0,105000
151,0,0.5,0,75000
8,2,18,2,108098
22,1,4,0,12372
50,1,12,0,75669
136,1,6,0,77965
136,3,20,2,116896
131,1,32,0,61616
149,0,29,0,284371
151,0,3,0,780000
151,0,0.5,0,67000
144,2,13,0,29580
29,0,1,1,24000
151,0,0.5,0,48000
42,3,2,0,3072
151,1,4,0,112000
151,0,4,0,115000
149,2,17,2,142702
151,0,2,0,75000
151,2,7,0,135000
22,1,13,0,329856
0,0,2,0,16335
151,0,11,0,105000
151,0,18,0,162000
151,0,5,0,63200
118,2,15,0,47160
151,1,3,1,4000
151,1,21,0,117500
151,2,6,0,84000
151,0,20,0,228000
151,2,4,0,93000
151,3,38,0,245868
151,0,36,0,170000
22,0,20,0,27488
151,0,3,0,131000
151,2,12,0,125000
151,1,6,0,105000
151,0,30,0,95000
151,2,17,0,110000
151,2,0.5,0,1020000
28,1,26,0,56723
22,0,0.5,0,9624
151,1,6,0,72100
151,1,13,0,130000
151,0,1,0,65000
151,0,11,0,135000
64,0,2,0,15108
22,3,6,0,10176
151,0,0.5,0,50000
151,2,11,0,130000
151,1,12,0,140000
151,2,25,0,220000
22,1,7,0,6324
151,0,19,0,1800000
151,0,3,0,80000
147,2,9,0,24468
99,0,39,0,48644
151,0,0.5,0,65000
62,0,5,0,14660
151,2,5,0,120000
151,2,8,0,290000
151,0,18,0,145000
151,0,2,0,75500
151,2,18,0,128000
151,0,0.5,0,30000
149,1,1,0,22233
151,3,20,0,113000
151,0,12,0,132000
105,2,9,0,79843
151,1,19,0,150000
50,1,14,0,67452
118,2,25,0,28308
151,0,15,0,145000
151,0,15,0,230000
151,1,1,0,82000
151,1,10,0,133000
151,0,2,0,125000
118,2,10,0,56616
8,2,6,0,50806
151,0,26,2,100000
151,0,7,0,100000
20,1,12,2,19872
151,0,15,0,155000
151,0,31,0,190000
151,3,20,0,130000
28,3,5,0,71850
151,1,20,2,160000
151,0,6,0,135000
151,2,5,0,120000
39,3,7,0,118452
151,0,8,0,115000
62,0,5,0,22339
151,0,9,0,127000
99,2,20,0,77290
50,2,8,0,91883
151,0,10,0,83000
151,1,24,0,320000
151,1,8,0,120000
28,1,19,0,75631
151,0,2,0,80000
151,0,5,0,2000000
149,0,8,0,89189
151,0,6,0,150000
151,0,10,0,180000
151,0,20,0,90000
151,0,8,0,68000
112,2,3,0,20052
110,1,1,0,4260
151,0,11,0,110000
151,0,1,0,78000
31,0,3,0,3216
49,2,5,0,12720
149,1,6,0,64630
151,2,24,0,225000
147,2,9,2,48000
5,0,36,2,29196
151,0,32,2,144000
151,0,26,0,167000
151,2,7,0,2000000
149,2,23,0,72385
151,0,18,0,125000
151,0,2,0,110000
151,0,6,0,2000000
50,1,40,2,129720
151,3,50,0,150000
151,0,2,0,60000
149,0,35,0,77556
30,0,10,0,60000
149,0,30,0,589428
67,1,3,0,36839
112,1,3,0,22776
151,2,22,2,500000
50,1,25,0,86478
151,1,8,0,135000
28,0,2,0,49160
151,2,4,0,30000
151,0,4,0,120600
151,2,6,0,150000
151,1,25,0,133000
151,0,6,0,260000
151,1,43,2,70000
28,0,7,0,60505
151,1,4,0,200000
151,1,3,0,80000
151,1,7,0,83000
151,3,3,0,71000
151,1,2,0,660000
35,3,10,0,58167
151,2,16,0,108000
151,2,10,0,167000
147,2,15,0,2100
151,2,11,0,135000
151,0,2,0,220000
151,0,17,0,155000
151,1,32,0,125000
28,0,12,0,105884
66,1,7,0,54049
91,0,6,0,45252
28,0,3,0,79413
151,1,27,0,120000
112,2,5,0,52848
147,0,4,0,24468
50,1,6,0,42158
8,1,2,2,54050
151,2,10,0,103000
50,2,8,0,78912
151,0,11,0,110000
151,2,6,0,107000
22,1,14,0,20892
64,0,6,0,6000
22,0,6,0,41232
151,0,7,0,120000
151,2,7,0,120000
151,2,10,0,240000
112,2,3,0,28248
99,0,9,0,37672
28,0,27,2,72606
50,2,13,0,85608
112,2,1,0,15192
151,0,6,0,145000
22,2,7,2,27488
36,1,10,0,64956
151,1,3,0,140000
5,1,5,0,11292
99,1,8,0,54049
151,0,4,0,105000
151,0,6,0,125000
149,2,14,0,1000000
151,0,24,0,2000000
151,1,0.5,0,47500
151,0,10,0,2000000
151,0,5,0,160000
151,2,6,0,68000
151,3,3,0,67000
151,0,25,0,140000
151,0,3,0,2000000
151,0,40,0,130000
151,0,5,0,88500
28,1,2,0,54455
28,0,7,0,64287
28,1,12,0,72606
151,0,26,0,330000
151,0,9,0,158000
50,1,2,0,33732
151,1,16,0,145000
151,0,12,0,110000
151,0,14,0,95000
28,0,13,0,68068
151,1,5,0,165000
151,0,12,0,125000
142,0,10,0,21312
112,2,25,2,27336
28,0,1,2,13614
151,1,11,0,120000
151,2,50,2,120000
99,2,15,0,71340
151,2,6,0,200000
151,2,4,0,75000
151,0,5,0,125000
151,0,4,0,1788000
151,2,4,0,125000
151,0,10,0,200000
151,0,4,0,110000
99,0,10,2,86478
151,0,24,0,155000
62,0,3,0,11724
151,0,12,2,130000
151,0,3,0,2000000
28,0,5,0,58992
151,2,4,0,102000
123,0,4,2,10260
28,0,10,0,51429
151,0,6,0,115000
136,0,10,0,111814
151,0,3,0,90000
151,0,15,0,135000
151,2,10,0,250000
149,2,17,0,129250
151,2,8,0,66000
22,3,20,0,21996
151,0,10,0,165000
118,2,2,0,18876
151,0,2,0,67000
149,1,38,0,63337
151,0,3,0,60000
107,0,3,0,3888
151,0,9,2,2000000
151,0,3,0,110000
50,0,5,0,70264
151,0,15,0,180000
151,0,3,0,65000
151,0,2,0,87000
3,1,35,2,141608
151,1,5,0,106000
151,2,1,0,120000
151,0,3,0,103000
50,2,2,0,62697
151,0,12,0,114000
151,2,3,0,72000
151,1,20,0,2000000
151,0,6,0,122000
5,0,7,0,13236
28,2,6,0,58992
61,0,6,0,8936
61,1,3,0,65844
151,0,1,0,52000
151,0,25,0,180000
135,1,8,0,135000
151,0,2,0,2000000
151,2,11,0,125000
151,1,17,0,200000
28,1,9,0,90758
28,0,2,0,37812
131,0,2,0,337260
22,1,4,0,15120
151,2,17,0,183000
76,1,10,0,98076
151,0,6,0,170000
151,0,7,0,180000
151,2,36,0,180000
151,0,0.5,0,180000
151,0,6,0,70000
151,0,4,0,2000000
151,0,20,0,1680000
28,0,21,0,1000000
151,0,2,0,70000
151,2,1,0,80000
151,2,7,0,97000
127,0,18,0,38916
151,2,15,0,158526
151,0,25,0,120000
62,0,3,0,1000000
151,0,12,0,110000
151,1,3,0,98000
151,0,10,0,130000
5,1,15,0,18000
112,1,2,2,21264
29,0,6,0,45156
50,1,9,0,33510
149,1,29,0,81433
151,1,13,0,155000
151,0,12,0,180000
151,2,14,0,125000
149,3,3,0,57520
151,0,10,0,230000
151,0,7,0,210187
151,2,11,0,140000
151,2,6,0,120000
151,0,24,0,121000
151,0,20,0,185000
151,1,2,0,40000
151,0,15,0,24000
151,1,5,0,235000
28,1,6,0,29889
151,2,6,0,76000
151,2,4,0,1440000
151,0,1,0,57000
61,2,10,0,99708
131,1,4,0,30267
151,2,6,0,175000
36,0,10,0,183767
151,1,0.5,2,80000
149,0,9,0,56874
7,0,5,2,167024
50,2,8,0,70264
151,0,1,0,54000
151,0,3,0,65000
151,1,1,0,45000
151,2,15,0,180000
151,1,4,0,81100
151,2,10,0,150000
151,0,5,0,2000000
149,0,20,0,142185
107,0,2,0,8556
149,0,16,0,53643
151,0,2,0,78000
151,0,2,0,120000
151,1,26,0,105000
147,2,6,0,61176
28,0,17,0,86976
151,0,22,0,92000
112,1,9,0,63792
68,0,1,0,70044
33,0,2,0,23160
69,1,2,0,28105
151,2,13,2,120000
151,0,3,0,74300
50,2,4,0,43239
151,0,5,0,77777
151,0,16,0,600000
151,0,17,0,400000
50,2,3,0,54480
5,1,15,0,19852
99,2,15,2,83016
151,0,6,0,200000
151,1,6,0,105000
151,0,30,0,140000
151,2,24,0,120000
39,2,5,1,24312
151,1,7,0,50000
15,2,32,0,45396
28,0,9,0,80000
151,0,8,0,150000
151,0,3,0,130000
28,1,7,0,68068
28,0,5,0,68068
149,2,14,0,73678
151,0,5,0,100000
28,1,18,2,110800
151,0,5,0,105000
151,1,2,0,90000
151,0,17,0,2000000
151,0,4,0,85000
99,2,24,0,105566
22,0,6,0,12372
22,0,13,0,72000
151,3,3,0,205000
151,0,4,0,197000
151,0,6,2,0
50,2,6,0,51888
151,1,4,0,65000
7,0,10,0,86853
50,2,21,0,103776
151,0,4,0,128000
28,0,9,0,58614
151,0,4,0,165000
151,0,15,0,130000
151,0,6,0,59000
151,0,16,0,100000
28,0,9,0,68068
151,2,3,0,82500
105,1,31,0,70132
151,0,0.5,0,70000
151,1,5,0,120000
91,1,6,0,22620
151,0,6,0,110000
151,0,6,0,120000
28,0,1,0,90000
151,0,6,2,80000
151,0,21,0,175000
151,0,1,0,50000
147,0,15,0,52800
151,3,45,0,110000
151,2,6,0,80000
151,0,2,0,90000
151,2,20,0,180000
151,0,5,0,100000
48,2,3,0,43239
49,2,10,2,8040
151,0,42,2,150000
151,0,4,0,100000
117,2,19,0,40704
28,0,42,0,59749
28,1,12,0,60505
149,1,4,0,32315
28,0,3,0,68068
69,1,14,0,54049
7,2,14,0,73491
151,0,10,0,120000
151,1,20,0,220000
151,0,10,0,85000
151,1,4,0,55000
151,2,2,0,75000
151,0,4,0,140000
42,1,5,1,2688
28,0,32,0,79413
147,0,2,0,26916
151,1,21,0,90000
28,0,1,0,39328
151,1,11,0,59000
72,0,1,2,4236
151,0,14,0,226574
22,1,22,0,25560
151,1,21,0,220000
151,0,6,0,117200
149,2,20,0,81433
151,0,24,2,170000
112,1,9,2,47076
151,0,4,0,160000
151,2,9,0,180000
151,0,23,0,180000
151,1,2,0,115000
113,2,7,0,32429
151,0,20,0,82000
151,2,23,0,145000
99,0,5,0,70264
147,1,10,0,75669
151,0,6,0,75000
151,2,16,0,185000
112,1,6,0,24300
151,3,2,0,140000
112,2,3,0,30372
144,1,10,2,65746
151,0,12,0,150000
22,1,25,0,36300
151,1,26,0,133000
149,0,6,0,49119
151,0,14,0,375000
151,2,6,0,68000
151,0,14,0,202500
151,3,16,0,180000
31,0,6,0,26484
112,0,7,0,30372
151,0,13,0,120000
151,0,14,0,165000
151,2,12,0,120000
66,3,36,0,162147
151,1,11,0,110000
151,1,12,0,85000
151,1,10,0,95000
151,0,10,0,1860000
151,1,9,0,155000
151,0,3,0,140000
151,0,38,0,230000
136,0,1,1,78072
151,0,1,0,75000
151,0,15,0,140000
151,1,7,0,170000
151,0,30,0,180000
8,2,18,0,82155
151,2,29,0,185000
135,0,3,0,49704
151,1,3,0,78000
28,0,8,0,90758
22,0,2,0,5220
47,0,26,0,79128
31,2,28,0,63564
110,0,8,2,12420
151,0,20,0,350000
28,1,20,0,86976
112,2,8,0,42528
62,0,13,0,75396
50,0,10,2,109179
28,2,10,0,862200
151,1,13,1,2000000
147,2,17,0,84000
151,2,20,0,500000
144,0,5,0,8388
151,1,1,1,0
118,0,3,0,56616
151,1,6,0,93901
151,2,15,0,150000
151,1,8,0,100000
28,0,6,0,64287
151,1,2,0,2000000
151,0,5,0,65000
151,0,7,0,65000
28,0,5,0,996
112,2,13,0,44040
151,0,8,0,112000
151,0,8,0,106621
151,0,4,0,84795
50,2,6,0,64859
151,0,0.5,0,85000
28,2,11,0,98321
50,3,13,0,121191
22,0,0.5,0,11820
151,0,13,0,147000
151,0,4,0,115000
151,2,30,0,128000
149,2,4,0,69800
151,2,2,0,76000
15,1,3,0,389148
151,0,6,0,89000
62,0,4,0,16752
151,0,3,0,58000
151,0,6,0,70000
151,0,1,0,92000
151,1,26,2,150000
112,0,7,2,24300
151,0,3,0,110000
50,1,3,1,64859
151,0,20,0,163000
117,2,17,0,49296
69,0,5,0,54049
149,2,3,0,51704
151,1,12,0,100000
151,0,2,0,85000
22,1,0.5,0,7692
15,0,2,0,28536
136,3,20,0,127061
64,2,5,0,14256
48,2,12,0,51887
151,2,5,0,150000
151,1,10,0,170000
151,1,9,0,130000
151,3,12,0,121000
135,2,11,0,61608
151,0,6,0,65000
149,0,1,2,387780
28,0,5,0,41597
151,0,4,0,45000
151,2,4,0,85000
151,2,12,0,405000
151,2,16,0,90000
151,1,23,0,99675
151,2,25,0,105000
151,0,11,0,132000
151,2,10,0,85000
151,0,30,2,75000
151,3,12,0,71000
151,1,32,0,140000
151,0,16,2,50000
105,2,1,0,53948
151,0,10,0,115000
