Country,EdLevel,YearsCode,Employment,ConvertedComp
151,0,8,0,78000
91,0,5,0,45252
131,0,3,0,27025
151,1,35,0,300000
151,0,1,0,79000
149,0,5,0,84019
28,3,0.5,0,68068
151,1,19,0,120000
151,2,9,0,144000
151,1,7,0,150000
155,0,2,0,4140
62,0,0.5,0,16754
28,0,12,0,107396
64,0,1,0,996
149,2,8,0,96945
118,0,0.5,0,7548
12,0,7,0,7068
151,0,7,0,96000
62,0,2,0,5110
107,0,5,0,8400
151,0,0.5,0,80000
15,0,11,0,29520
98,0,5,0,10560
52,2,5,2,31776
48,2,4,0,58373
151,0,5,0,93250
151,2,20,0,200000
151,0,5,0,75000
48,3,14,0,679392
149,3,8,0,45241
22,0,10,0,16488
62,0,10,0,27923
64,0,5,0,19956
33,2,0.5,0,19152
151,0,2,0,2000000
151,2,32,0,152000
50,2,9,0,41510
151,0,20,0,86000
91,0,2,0,22620
151,2,4,0,81200
50,1,7,1,63564
151,0,20,0,175000
151,0,15,0,120000
19,0,13,0,12144
151,0,3,0,64404
33,0,9,0,48768
22,1,12,0,17868
118,1,18,0,26424
151,0,22,0,250000
149,0,15,0,125382
151,0,1,0,74550
151,0,9,0,170000
151,0,5,0,79500
22,1,4,2,7416
50,0,15,0,77831
151,1,10,0,94000
151,0,10,0,72000
151,2,8,0,166000
151,0,5,0,1500000
50,2,5,1,45396
131,1,1,0,14593
22,1,2,0,11820
22,1,4,2,3024
151,0,8,0,110000
149,0,6,0,1000000
151,0,7,0,120000
50,3,17,2,77832
5,1,3,0,17520
151,0,13,0,100000
149,0,3,0,91774
151,2,5,0,66000
151,0,11,0,166000
28,0,5,0,90758
151,0,7,0,92500
40,1,3,0,8976
151,0,4,0,65000
113,3,10,1,45396
31,0,2,0,10596
28,0,3,0,60505
105,0,0.5,0,59450
151,2,2,0,105000
28,0,24,0,83194
151,0,4,0,104500
118,0,12,0,15480
22,0,9,0,9072
151,2,5,0,125000
48,2,4,0,54049
24,2,10,0,112716
107,1,1,0,2724
151,1,20,0,170000
151,1,5,2,174000
22,0,3,0,23640
74,0,4,0,11868
151,1,14,0,230000
151,1,0.5,1,24000
151,0,3,0,110000
151,2,15,1,80000
62,0,5,0,12566
112,2,25,0,54672
151,2,30,0,250000
22,1,12,0,23364
22,1,3,0,16488
151,0,5,0,2000000
118,0,3,0,36173
151,0,2,0,48000
151,1,22,0,200000
105,2,20,0,140264
151,0,5,0,82000
62,0,0.5,0,5026
117,0,15,0,63612
151,0,1,0,70500
22,1,11,0,23088
131,1,1,0,19458
147,2,12,0,33600
151,1,9,0,110000
151,0,10,0,95000
62,0,1,0,838
28,3,4,0,40085
151,0,2,0,110000
28,0,6,0,64287
147,2,9,0,42000
135,3,20,0,73644
22,0,4,0,24744
50,0,19,0,53184
151,0,25,0,150000
28,0,3,0,58992
151,0,1,0,75000
62,0,3,0,16754
151,1,25,0,140000
151,1,0.5,0,40000
68,1,1,2,87552
151,0,1,0,68310
35,0,2,0,24648
40,1,4,0,14400
151,1,16,0,120000
69,2,20,0,48644
151,0,7,0,72000
28,0,19,2,158826
151,0,3,0,100000
151,2,5,0,250000
151,0,13,0,317000
107,0,6,2,36000
151,0,2,0,68000
22,0,6,0,15120
151,0,10,0,115000
69,0,2,0,28536
22,0,11,0,6876
142,0,6,0,58620
151,0,10,0,70000
151,0,17,0,140000
151,0,7,0,120000
151,0,2,0,90000
8,2,3,1,34591
144,0,20,0,69036
100,2,10,0,121391
152,2,26,0,137000
151,0,3,0,80611
151,0,16,0,240000
44,1,20,0,46248
151,0,0.5,0,115000
135,0,13,0,79776
151,2,2,0,154000
113,1,17,0,54049
151,0,12,0,153000
151,0,1,0,105000
151,3,10,0,275000
99,1,10,0,36324
105,2,24,0,140264
149,2,15,2,129259
144,2,8,0,19728
151,1,5,2,9600
151,0,3,0,75000
28,2,1,0,544548
151,0,11,0,110000
28,2,10,0,83194
131,2,7,0,39996
29,0,10,0,39888
117,0,13,0,35280
62,1,8,0,17243
22,0,4,0,21996
151,0,11,0,140000
151,0,4,0,96000
64,1,3,0,17100
151,2,16,0,2000000
50,0,5,0,56211
151,0,6,0,100000
22,0,10,0,17868
50,2,14,0,78912
151,0,12,0,237000
151,0,0.5,0,55000
151,1,5,2,50000
107,2,9,0,27240
149,0,7,0,55582
151,1,16,0,106000
149,1,10,0,51704
151,1,1,1,26000
31,1,5,0,12
8,1,0.5,1,11676
5,0,8,0,15576
151,2,18,0,91000
113,0,11,0,544812
151,3,14,0,1680000
151,2,14,2,720000
129,1,13,0,54444
100,0,1,0,26195
22,0,1,0,9072
151,2,8,0,180000
5,1,0.5,0,9732
151,2,0.5,0,75000
44,0,6,2,32429
151,1,3,0,98000
151,1,10,0,133000
99,1,32,0,35676
22,0,3,0,12372
151,0,8,0,95000
50,1,18,0,58373
22,0,7,0,10992
149,0,10,0,87896
100,0,10,0,69001
126,2,9,0,38916
151,1,12,0,160000
28,0,2,0,60505
69,1,20,0,59454
41,0,4,0,24000
48,2,1,0,50806
64,2,4,0,17100
151,0,15,0,160000
91,1,4,0,18096
112,1,0.5,0,12144
68,2,5,0,131334
126,2,3,0,25944
151,0,4,0,70000
117,2,9,0,51156
30,0,4,2,44400
151,0,7,0,145000
105,0,9,0,80922
151,2,3,0,110000
107,0,4,0,10116
22,1,10,0,21996
100,0,18,0,920016
22,1,9,0,30240
113,1,5,0,8232
22,0,6,0,12648
151,0,20,0,120000
22,0,10,0,32070
22,1,5,2,13740
151,0,7,0,114000
66,2,19,0,199981
151,0,3,0,65000
149,0,4,0,60752
151,0,8,0,105000
48,2,39,0,54049
41,0,3,0,13200
151,0,2,0,203000
151,1,6,0,87800
151,0,13,0,85000
151,0,4,0,85000
151,0,3,0,250000
50,2,5,0,54103
15,2,0.5,0,42804
151,1,12,0,1560000
118,2,10,2,48960
99,3,16,2,207552
151,0,40,0,100000
50,2,9,0,75669
151,2,0.5,0,2000000
152,1,0.5,1,4728
22,2,5,0,32436
151,1,38,0,130000
50,2,14,0,69183
24,0,13,0,40452
151,0,3,0,75000
50,3,5,2,23352
112,2,8,0,30372
149,0,8,0,54289
50,2,16,0,1000000
15,1,18,2,97288
151,2,5,0,89000
95,2,3,0,49284
151,0,10,0,75000
22,1,10,0,11148
151,1,1,0,50000
69,1,11,0,51887
64,1,7,0,12828
113,2,10,0,34591
151,0,3,0,82500
151,0,30,2,200000
151,0,1,0,82000
118,1,4,0,11328
24,0,2,0,9948
144,2,2,0,9864
117,0,7,2,67848
69,1,20,0,19452
151,1,15,0,150000
66,0,3,0,48644
151,0,19,0,112000
151,0,2,0,80000
151,3,24,0,160000
151,0,3,0,210000
68,0,2,0,28020
22,2,2,0,30240
151,0,5,0,120000
91,0,6,0,42012
151,0,4,0,117000
151,0,5,2,86000
100,2,26,0,112446
151,0,7,0,103000
118,2,10,0,26160
22,1,9,0,27492
149,0,15,0,323149
31,1,6,0,14832
151,0,4,0,90000
112,2,13,0,33408
112,0,2,2,30372
151,2,9,0,83000
28,0,3,2,75650
48,3,6,0,65940
22,0,4,0,20616
151,1,1,0,1750000
99,0,14,0,86478
151,1,15,0,135000
12,0,4,0,7068
151,0,16,0,138000
151,0,3,0,65000
69,0,20,0,33084
151,0,8,0,50000
151,1,8,0,96000
112,2,25,0,50124
7,0,17,0,64944
50,0,10,0,97288
112,2,5,0,36444
100,0,6,0,52390
151,0,16,2,36000
151,1,6,0,160000
33,2,2,0,20004
151,0,5,0,85000
66,2,2,0,465336
112,2,16,2,75936
118,2,5,0,26424
100,1,22,0,55584
151,2,17,0,180000
151,1,12,0,92000
154,0,2,1,7200
151,0,2,0,70000
151,0,3,0,56000
61,1,21,0,81840
151,1,16,0,125000
50,2,2,0,15564
151,0,2,0,75000
7,0,10,0,44762
151,0,4,0,110000
151,0,3,0,69784
151,0,10,0,100000
60,1,3,0,28860
28,0,21,0,67312
22,1,1,0,5772
68,1,1,0,56040
151,1,23,2,200000
151,0,5,0,92000
151,1,4,0,60000
151,1,4,0,96000
48,2,5,2,22056
151,3,8,0,200000
151,0,11,0,120000
48,2,24,0,37620
69,0,0.5,0,18156
48,0,7,0,39132
99,0,0.5,0,36324
62,0,2,0,11518
151,0,0.5,0,76000
48,2,3,0,18156
28,0,2,0,108909
147,2,8,2,12000
22,1,0.5,0,8244
149,2,2,0,42656
151,1,1,0,60000
149,2,15,0,180963
149,0,4,0,55582
151,2,3,0,80000
112,2,8,2,45564
151,1,7,0,132000
22,1,0.5,1,1644
29,1,6,0,10392
7,2,5,0,50107
151,3,4,0,170000
22,0,4,0,13740
149,1,3,0,37485
48,3,9,0,51887
28,1,4,0,41597
151,0,6,0,186000
33,2,13,0,60960
149,0,6,0,58167
50,0,0.5,0,67452
69,1,20,2,108098
103,1,4,2,984
151,1,4,0,1
7,0,20,0,100214
29,0,4,0,18060
100,0,20,0,159700
48,0,2,0,49185
151,1,10,0,91000
151,2,3,0,102000
64,1,8,0,19956
151,0,6,0,94000
151,0,12,0,180000
7,3,19,0,116917
151,3,14,0,160000
129,1,4,0,10572
36,2,3,0,51887
68,0,9,0,133080
151,1,10,0,155000
151,0,2,0,56000
151,0,12,0,125000
151,0,5,0,158750
151,1,17,0,89000
50,2,11,0,75669
143,0,2,0,8412
151,0,5,0,163250
151,0,23,0,116000
44,2,3,0,45401
62,0,2,0,5868
149,1,11,0,135000
151,1,6,0,130000
151,0,8,2,90000
91,0,9,0,28440
50,2,5,0,68102
31,0,4,0,21041
22,2,25,0,19236
151,0,2,0,67500
151,2,40,0,180000
50,0,6,0,54480
60,2,15,0,19248
149,0,3,0,37485
151,2,9,0,165000
151,0,12,2,95000
28,0,15,0,140000
151,0,11,0,148000
151,0,7,0,100000
151,1,9,0,130000
151,0,4,0,76000
151,0,1,0,67500
151,0,4,0,64000
151,0,7,0,49200
22,3,12,0,19788
60,2,14,0,24048
151,0,27,0,150000
149,3,1,0,77556
151,1,10,0,180000
54,0,21,0,39000
151,0,10,0,219000
63,2,15,0,32932
28,0,2,0,35547
28,1,4,0,41597
91,0,10,0,22620
151,0,0.5,0,48000
151,2,17,0,180000
151,0,20,0,171000
28,0,4,0,61
131,2,6,0,44320
99,1,22,1,75669
131,1,14,0,59454
48,2,21,0,68426
2,2,16,2,20700
151,0,5,0,120000
150,0,2,0,52000
151,0,3,0,130000
7,0,2,0,56120
132,0,3,0,10056
151,0,5,0,145000
99,0,13,2,118908
151,2,1,0,110000
48,0,10,0,59022
124,2,8,2,48644
151,2,12,0,111280
151,0,15,0,110000
91,0,6,2,80000
151,0,10,0,170000
75,0,3,2,25944
149,2,2,0,54289
48,2,5,0,70264
28,1,11,0,107396
131,0,1,0,25944
28,0,9,0,60505
151,2,10,0,72000
151,0,25,2,200000
151,2,14,0,250000
100,0,2,0,1000000
151,2,9,0,170000
69,1,6,0,45401
28,0,13,0,68068
79,1,8,1,19452
151,0,5,0,75000
149,0,4,0,57197
151,1,0.5,0,140000
71,0,0.5,0,23741
32,2,5,0,42000
151,0,7,0,105000
151,0,3,0,2000000
7,1,15,0,116917
105,1,22,0,129474
151,0,4,0,71234
42,0,15,0,19236
151,2,11,0,153000
62,2,10,0,27923
151,2,2,0,110000
151,2,10,0,120000
151,1,8,0,300000
7,0,15,0,52780
151,0,4,0,225000
149,0,1,0,38778
91,0,6,2,62000
7,0,3,0,69482
100,2,15,0,65473
151,0,13,0,70000
103,2,2,1,9876
151,0,1,0,60000
104,2,5,0,95000
22,0,10,0,27488
151,2,6,0,170000
91,1,1,0,15782
151,0,10,0,77000
22,0,7,0,21444
151,0,4,0,75000
151,0,3,0,2000000
151,2,2,0,250000
151,3,14,0,115992
7,0,25,0,133600
151,0,17,0,160000
100,0,1,0,31945
98,0,4,0,3672
151,0,10,0,115000
151,0,1,0,120000
151,1,15,0,65000
7,2,4,0,65841
62,0,1,0,1680
100,0,11,0,67084
151,2,28,0,125000
28,3,2,0,28740
138,2,7,0,596544
30,2,12,0,68592
118,1,4,0,14160
151,1,5,0,780000
22,0,21,2,27492
14,1,29,1,21792
151,1,2,0,56000
151,0,6,0,80000
151,0,7,0,55000
111,0,3,0,13512
62,2,0.5,0,840
132,2,5,0,5604
111,0,3,0,16432
151,0,0.5,0,1032000
151,2,4,0,120543
22,0,17,0,27492
22,2,10,0,19236
151,0,8,0,140000
151,2,0.5,0,90000
151,0,4,0,145000
7,1,43,2,33405
7,0,28,2,66800
132,0,6,0,18132
151,0,2,0,90000
118,0,2,0,11328
151,0,10,0,1680000
151,3,10,0,167000
111,1,2,0,7704
151,1,19,2,250000
151,2,4,0,114600
7,3,6,0,78167
62,0,5,0,20943
7,0,3,0,753612
151,0,1,0,72500
151,2,18,0,145000
151,0,15,0,2000000
151,1,20,0,240000
62,0,5,0,23964
151,0,10,0,115000
151,2,9,0,160000
151,0,13,0,172000
7,0,3,0,47552
0,0,2,1,1860
62,0,8,0,16754
62,0,6,0,18150
151,0,1,0,2000000
62,2,5,0,32112
59,0,5,0,36000
112,2,11,0,60744
62,0,8,0,12566
118,0,3,0,26424
138,2,4,0,64958
91,3,4,0,6468
151,0,21,0,250000
151,0,6,0,120000
62,0,2,0,3012
62,3,4,0,7536
64,0,2,0,19956
149,0,5,0,50411
151,2,35,2,600000
99,0,12,0,58368
149,1,6,2,77556
62,0,4,0,8976
129,1,1,0,13010
124,0,8,0,41508
151,0,3,0,110000
62,0,7,0,19546
62,0,10,0,6204
62,0,16,0,24573
62,0,9,0,37697
147,2,10,0,84000
116,2,4,0,16212
129,1,0.5,0,14808
71,3,4,0,42267
144,0,3,0,17748
36,1,5,0,51960
47,1,3,0,47472
136,1,17,0,134172
152,1,20,0,126096
15,0,6,0,25944
86,0,1,0,10092
22,1,0.5,1,7152
125,0,2,0,43032
68,0,1,0,70044
144,0,2,0,16436
62,0,7,0,51658
50,1,4,0,32424
50,3,15,0,60972
62,1,2,0,4189
131,0,0.5,0,17836
129,1,6,0,50604
62,2,2,0,5028
75,2,12,0,22056
62,0,3,0,6981
6,0,6,0,40128
99,2,6,0,34591
99,0,15,0,51888
144,0,5,0,16968
135,0,7,0,62592
7,0,20,0,90193
62,0,4,0,9948
39,2,5,0,83364
112,2,6,0,28860
99,0,7,0,42156
129,1,4,0,32028
125,0,8,0,68847
69,1,30,0,54049
149,1,0.5,1,64630
99,2,4,0,66156
125,0,0.5,0,34428
39,3,7,0,81624
50,3,6,0,81720
69,0,8,0,33510
69,1,1,0,16728
50,0,4,0,45396
47,1,6,0,43452
20,0,0.5,0,13248
62,0,0.5,0,4188
62,2,3,0,34904
135,1,1,0,38052
118,2,8,0,10572
136,2,17,0,127061
112,1,4,0,337164
62,0,3,0,9773
68,0,9,0,115572
151,2,6,0,185000
69,1,12,0,48644
135,1,20,0,79776
135,0,1,0,45408
131,2,3,0,350232
69,0,4,0,34591
44,0,5,2,48644
8,0,2,0,39348
47,1,0.5,0,33084
95,3,4,0,13548
62,0,5,0,8377
50,2,10,1,77832
118,0,16,0,34601
151,2,4,0,85000
126,1,6,0,28932
86,2,9,0,51886
99,2,6,0,59454
2,2,2,0,3480
99,0,15,0,65940
99,0,26,0,86478
64,1,7,0,25656
7,2,5,1,80172
69,0,5,0,16860
50,3,15,0,75669
15,2,12,2,194580
129,2,9,0,11004
39,0,3,0,46896
149,2,3,0,47826
124,0,2,2,29832
149,2,16,0,75888
62,0,4,0,8377
105,1,15,0,140264
69,0,15,2,108098
62,2,2,0,2016
7,1,2,0,90193
135,2,15,0,65052
62,0,2,0,8377
149,0,11,0,77556
99,2,12,1,64859
107,0,3,0,2340
107,2,7,0,12000
151,1,30,0,200000
48,2,14,0,91484
62,0,3,0,1893
64,1,5,0,5700
149,0,6,0,620448
99,2,11,0,64859
149,2,7,0,71093
95,2,8,0,24648
107,0,3,0,80000
50,1,2,0,40860
62,0,1,2,3348
149,2,3,0,232667
36,1,5,0,36372
50,1,0.5,0,13248
62,2,0.5,0,41880
39,3,3,0,52104
48,2,7,0,38915
48,2,7,0,64859
135,0,23,0,58908
135,1,12,0,28080
59,2,11,0,154380
147,0,3,0,45600
52,0,3,0,16212
62,0,0.5,0,2064
50,1,13,0,687504
131,3,2,0,20539
149,2,6,0,96945
50,0,3,0,38916
149,0,4,0,56874
20,0,1,0,9936
62,0,4,0,7401
50,2,4,0,59454
69,1,11,0,544812
151,0,0.5,0,130000
149,0,14,2,124735
149,1,14,0,77556
83,2,4,0,118908
79,1,2,0,17508
151,0,4,0,93000
50,0,8,0,59238
8,0,6,0,38916
149,0,7,0,27144
149,2,16,0,92162
22,1,6,0,50395
112,2,4,0,41004
112,0,3,0,25824
149,3,15,0,775560
69,2,0.5,2,17508
118,1,0.5,0,9432
113,1,2,0,16860
144,0,8,0,15780
99,1,8,0,32424
99,1,4,0,38916
112,0,10,2,37969
62,0,6,0,13962
68,2,5,0,84048
69,1,3,0,18156
131,0,7,0,70264
62,0,5,0,55847
112,2,12,0,60750
68,1,10,0,82308
50,2,7,0,102693
150,0,6,2,7788
8,0,11,0,86478
50,1,10,0,38916
112,1,6,0,27336
105,1,8,2,86316
47,2,6,2,116748
50,1,18,2,183767
48,3,22,0,53184
151,0,20,0,85000
149,0,23,0,94359
64,0,4,0,22800
118,0,3,0,29292
62,2,3,0,9773
7,0,5,0,400858
22,0,5,0,16488
64,0,5,0,42756
50,2,10,0,77831
149,0,4,0,80787
63,0,2,2,3252
5,1,27,0,17520
118,2,2,0,14160
99,1,2,0,27564
99,2,4,0,68210
62,1,0.5,0,11169
112,0,7,2,43128
135,1,34,2,61368
149,0,25,0,71093
129,0,10,0,70052
152,1,4,0,23640
7,0,0.5,0,26700
28,0,2,0,60505
36,2,8,0,51960
68,0,15,0,140088
149,2,3,0,54289
151,2,12,2,153600
98,0,2,0,9631
130,0,3,0,41919
131,0,4,0,28105
14,2,3,0,13620
136,0,6,0,79286
149,0,0.5,0,48472
149,0,6,0,41363
48,2,2,0,27240
86,0,3,0,21048
135,2,5,0,54000
149,0,12,0,79753
36,0,1,0,20784
151,0,13,0,94000
50,3,5,0,54049
107,0,5,0,12000
149,0,8,0,103408
22,0,8,0,66430
22,1,9,1,6324
124,0,4,0,16932
50,1,2,0,32424
135,2,14,0,66276
48,2,15,0,64859
151,2,0.5,0,55000
68,0,6,0,94560
136,2,5,0,93517
50,1,19,0,50806
69,2,25,2,86478
151,3,2,0,200000
22,1,11,0,21996
151,0,16,0,150000
62,0,11,0,67016
48,0,4,0,44320
63,0,2,0,3072
31,0,7,2,14124
47,2,16,0,54480
149,1,10,0,45241
147,2,18,0,44040
50,0,3,0,55776
28,1,2,0,35547
50,1,15,0,118908
40,0,4,0,14592
36,2,9,0,37668
50,2,10,0,81
36,0,1,0,23388
48,2,2,0,38915
62,0,3,0,5026
151,0,20,0,134000
62,0,10,0,27923
64,2,3,0,936
50,1,4,0,32424
50,2,5,0,67021
148,0,4,0,35940
151,0,7,0,131000
136,3,9,0,116896
36,2,8,0,28584
113,1,1,0,16860
149,2,10,0,51704
15,2,23,0,73320
62,0,3,0,22060
151,1,1,0,68000
22,0,5,0,13740
135,1,5,0,58908
149,0,0.5,0,40070
151,0,5,0,121000
107,0,3,0,11676
149,0,5,0,77556
50,0,12,0,41077
40,1,4,0,12000
151,1,11,0,80000
40,1,0.5,0,9432
151,0,3,0,75000
68,0,7,0,140088
88,0,20,0,59676
7,1,8,0,80172
113,0,5,0,54049
62,0,5,0,33504
22,0,8,0,28860
50,2,3,0,49944
62,0,8,0,29320
151,2,21,0,111000
151,1,21,0,106000
129,1,1,0,11208
7,2,3,1,33400
151,3,9,0,145000
149,0,16,2,127967
66,0,6,0,908028
147,2,7,0,73404
149,0,10,0,71093
147,2,3,0,45600
66,2,11,0,81074
151,0,2,0,85000
151,1,4,0,112973
147,2,5,0,52000
47,2,9,0,77832
28,0,4,0,41597
151,1,1,0,53000
135,1,4,0,51420
135,3,15,0,61368
66,0,1,0,415092
62,0,4,0,5364
112,0,6,0,45564
152,0,13,0,60000
50,2,5,0,91883
63,1,2,0,5268
66,0,2,0,415092
28,1,10,0,58236
144,0,3,0,14304
28,2,8,0,75631
149,0,10,0,58167
151,2,12,0,140000
151,0,3,0,59000
44,2,3,0,27888
47,3,8,0,60972
31,2,24,2,42372
50,0,8,0,86478
149,0,3,0,41363
66,2,14,0,89181
112,1,3,0,25824
151,0,2,0,70000
99,0,14,0,67021
151,2,8,0,140000
69,1,12,2,92964
131,2,42,0,59454
83,1,8,2,94600
151,2,7,0,60270
31,3,3,0,29450
149,0,3,0,49119
7,0,0.5,0,601284
48,3,6,0,33078
151,0,4,0,75000
143,0,5,2,13164
66,0,5,0,64859
52,1,10,0,15564
151,0,7,0,71000
135,2,2,0,51552
66,0,3,0,40969
151,2,3,0,70000
68,0,4,0,85000
151,0,26,0,120000
48,2,10,0,51887
136,0,2,0,86402
50,0,1,0,41077
37,2,4,0,8904
104,0,3,0,7368
149,2,7,0,52996
151,0,3,0,175000
151,0,20,0,168750
28,0,2,0,35395
125,0,7,0,38724
69,1,6,0,21144
68,0,15,0,192624
149,0,2,0,45887
83,0,4,0,72426
131,2,6,2,3243
68,2,6,0,140088
28,0,0.5,0,55211
151,0,3,0,672000
69,2,5,0,102693
151,0,21,0,130000
151,3,8,0,104000
50,3,18,0,51888
135,0,15,0,65457
22,1,1,1,3300
99,1,12,0,64859
151,0,5,0,113000
151,0,6,0,65000
151,0,14,0,86000
28,0,3,2,22692
151,0,3,0,93000
50,2,10,0,64860
149,0,3,0,50411
151,0,10,0,125000
149,0,16,0,48468
149,0,0.5,0,35546
151,1,1,0,51000
151,2,8,0,120000
91,0,7,0,33612
135,1,2,0,49092
151,2,10,0,220000
149,2,5,0,1000000
147,2,14,0,60000
151,0,7,0,108000
28,0,20,0,113447
113,2,2,0,20760
151,0,9,0,125000
112,2,3,0,27336
113,2,12,0,25944
69,1,19,0,35672
81,0,4,2,24
48,3,4,0,25944
151,0,4,0,210000
151,0,13,2,160000
44,2,8,0,36648
28,0,12,0,117229
151,2,5,0,115000
151,0,10,0,132000
69,2,2,0,32429
151,3,5,0,85000
63,0,4,0,4392
113,0,1,0,11028
28,2,4,0,75738
39,1,20,0,95892
151,2,2,0,120000
151,1,5,0,90000
48,2,5,0,59454
88,0,5,0,43239
151,0,19,0,1272000
50,0,8,2,32424
112,2,17,0,50625
151,0,4,0,138000
151,0,10,0,125000
151,0,4,0,64000
22,0,5,2,42400
14,0,15,0,90000
149,1,42,0,54289
151,0,44,0,104000
29,3,1,2,38400
62,2,20,0,21641
151,0,6,0,110000
48,2,3,0,20760
60,0,15,2,71196
44,2,15,0,48644
69,2,4,0,32429
151,0,3,0,58000
151,2,20,0,200000
22,0,10,0,21996
151,0,0.5,2,15000
151,2,12,0,130000
62,0,3,2,16752
151,0,3,0,96000
149,0,7,0,52996
151,0,24,0,110000
69,0,13,0,39996
151,0,27,0,220000
50,0,6,0,84312
149,2,5,0,103408
149,0,8,0,135722
48,2,1,1,17088
28,0,3,0,53698
151,0,1,0,60000
149,0,2,0,140000
151,0,4,0,110000
112,2,7,0,151872
151,0,7,0,155000
24,2,2,0,19896
151,0,23,0,110000
151,0,13,0,123000
69,0,10,2,54049
135,1,14,0,68724
50,1,5,0,63778
131,0,10,0,103776
91,0,12,2,58176
48,2,6,0,44496
22,0,5,0,16632
39,0,2,0,48624
136,2,18,0,116896
99,2,10,0,118908
36,3,14,0,54129
151,0,6,0,142000
135,2,7,0,46944
151,0,15,0,140000
14,2,4,0,24516
136,1,2,0,60989
50,0,2,0,84316
151,0,3,0,72200
28,0,5,0,49160
151,2,17,0,130000
112,2,3,0,30240
50,0,31,0,69183
22,0,13,0,31608
151,0,4,0,126000
151,0,7,0,195000
151,0,3,0,105000
151,1,5,0,2000000
151,1,12,0,111000
22,0,2,1,2748
151,1,10,0,131500
131,1,15,0,36753
151,0,7,0,187000
151,2,12,0,80000
151,1,4,0,100000
149,0,5,0,51704
50,2,3,0,37834
149,2,9,0,93067
118,0,19,0,24540
149,0,50,0,71093
151,1,3,0,75000
151,0,3,0,140000
151,0,1,0,170000
22,1,13,0,15672
151,0,6,0,132000
151,2,6,0,104000
100,1,42,0,57501
99,2,18,0,77052
60,2,7,2,69276
7,0,33,2,152328
151,2,1,0,90000
48,2,4,0,41076
118,0,2,0,18876
149,0,8,0,64630
151,2,21,2,185000
151,0,13,0,155000
151,1,1,0,55000
149,0,5,0,116333
91,1,0.5,0,5172
151,2,15,0,165000
69,0,13,2,64860
129,1,11,0,38424
135,1,15,0,81821
40,1,15,0,12348
135,2,0.5,0,42960
149,0,31,0,56874
99,2,27,0,67021
118,0,19,0,59448
50,2,5,0,62697
135,1,4,0,39276
151,2,13,0,125000
149,2,9,0,60752
39,0,3,0,58176
48,2,4,0,48644
149,0,3,0,47826
28,0,19,0,151263
50,2,16,0,75669
151,1,50,0,120000
48,2,3,0,37834
151,0,4,0,110000
22,3,12,0,19242
151,0,14,0,76000
28,1,5,1,11345
151,1,26,0,100000
28,0,3,0,1000000
99,0,6,2,19452
22,2,25,0,52224
7,0,22,0,93533
126,1,10,2,51888
99,1,5,0,56211
151,2,7,0,94400
151,0,2,0,961500
22,0,3,1,4728
135,0,7,0,44184
118,2,8,0,52848
151,0,2,0,55000
117,2,2,2,13572
7,0,21,0,86853
149,1,10,0,62040
149,2,6,0,90482
7,0,24,2,160343
151,1,0.5,0,45000
151,2,25,0,180000
151,0,0.5,0,107250
7,1,2,0,1000000
28,0,10,0,113148
151,3,8,0,2000000
151,0,20,0,230000
113,0,8,0,36000
7,0,3,0,40086
151,2,15,0,160000
151,1,3,0,86000
7,0,26,0,68814
149,0,7,0,116333
151,0,6,0,135000
63,0,2,0,2904
117,0,5,0,28500
7,0,13,0,80172
7,0,18,0,100214
151,1,17,0,170000
7,0,1,0,529128
151,0,3,0,86000
151,2,4,0,97000
59,0,8,0,97260
151,0,3,0,117500
28,0,4,0,90758
50,1,13,0,51888
7,0,2,1,1000000
62,2,10,2,670164
151,0,3,0,1056000
138,1,2,0,20676
99,1,8,0,49296
151,0,20,0,183147
151,0,4,0,125000
7,0,2,0,32064
64,1,3,0,24000
130,0,4,0,36050
7,0,4,0,90193
151,0,32,0,250000
107,0,4,0,9732
118,1,1,0,6600
151,0,7,0,110000
151,2,6,0,120000
151,0,7,0,165000
118,1,4,0,16608
151,0,0.5,0,49920
139,0,4,0,14604
62,2,10,0,34206
125,0,2,0,43032
138,2,4,0,20484
151,3,2,0,48000
7,2,10,0,86853
62,0,2,0,6702
151,0,2,0,110000
151,0,10,0,2000000
62,0,0.5,0,18988
62,0,2,0,7032
151,0,7,0,148000
151,2,7,0,150000
7,0,4,2,110236
7,0,4,0,70818
62,0,2,0,3686
7,0,5,0,45097
7,0,13,0,103555
151,0,3,0,65000
151,1,6,0,100000
151,0,5,0,120000
107,2,1,0,7896
129,0,3,0,34740
151,0,6,0,350000
7,2,11,0,106895
108,2,11,0,27600
151,1,22,2,100000
7,0,4,0,54784
54,0,2,0,25164
151,0,10,1,48000
151,0,8,2,20000
62,2,2,0,3770
64,0,4,0,852
151,1,3,0,65000
151,2,14,0,130000
7,0,13,0,92197
7,0,12,0,96874
62,0,3,0,4188
99,1,15,0,62268
130,2,5,0,37727
82,1,4,0,42804
144,0,2,0,10452
71,0,3,0,44965
148,0,16,0,65340
151,0,2,0,84000
62,2,4,0,13613
48,2,12,0,91883
151,0,21,0,160000
151,2,6,1,88000
151,0,0.5,1,19200
135,1,36,0,85908
39,1,4,0,72948
62,2,3,0,5868
83,3,5,0,75669
74,0,4,0,11868
151,0,11,0,11000
103,0,5,2,5396
118,0,3,0,10380
50,2,5,0,778308
39,3,25,0,112884
129,1,10,0,70368
50,2,7,0,90802
112,0,7,2,48600
86,0,10,0,18732
